Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_1347100,"Pf3D7_13_v3:1,885,939..1,888,476(+)",TOP3
PF3D7_1347200,"Pf3D7_13_v3:1,889,277..1,891,491(-)",NT1
PF3D7_1347300,"Pf3D7_13_v3:1,893,364..1,895,258(-)",N/A
PF3D7_1347400,"Pf3D7_13_v3:1,895,620..1,896,958(+)",N/A
PF3D7_1347500,"Pf3D7_13_v3:1,896,562..1,903,155(-)",ALBA4
PF3D7_1347600,"Pf3D7_13_v3:1,902,723..1,905,355(+)",N/A
PF3D7_1347700,"Pf3D7_13_v3:1,907,067..1,911,493(+)",ECT
PF3D7_1347800,"Pf3D7_13_v3:1,911,507..1,912,832(+)",CEP72
PF3D7_1347900,"Pf3D7_13_v3:1,912,646..1,919,522(-)",N/A
PF3D7_1348000,"Pf3D7_13_v3:1,919,643..1,924,321(-)",N/A
PF3D7_1348100,"Pf3D7_13_v3:1,925,011..1,927,105(+)",N/A
PF3D7_1348200,"Pf3D7_13_v3:1,927,114..1,928,445(+)",N/A
PF3D7_1348300,"Pf3D7_13_v3:1,929,041..1,934,453(-)",N/A
PF3D7_1348400,"Pf3D7_13_v3:1,935,006..1,947,401(-)",N/A
PF3D7_1348500,"Pf3D7_13_v3:1,950,044..1,952,494(+)",N/A
PF3D7_1348600,"Pf3D7_13_v3:1,952,854..1,954,954(+)",N/A
PF3D7_1348700,"Pf3D7_13_v3:1,955,254..1,958,358(-)",WDR16
PF3D7_1348800,"Pf3D7_13_v3:1,959,657..1,965,677(+)",N/A
PF3D7_1348900,"Pf3D7_13_v3:1,965,627..1,966,386(-)",N/A
PF3D7_1349000,"Pf3D7_13_v3:1,966,890..1,969,427(-)",N/A
PF3D7_1349100,"Pf3D7_13_v3:1,969,601..1,971,078(-)",N/A
PF3D7_1349200,"Pf3D7_13_v3:1,971,557..1,974,585(-)",GluRS
PF3D7_1349300,"Pf3D7_13_v3:1,976,376..1,982,692(+)",TKL3
PF3D7_1349400,"Pf3D7_13_v3:1,982,878..1,985,282(+)",N/A
PF3D7_1349500,"Pf3D7_13_v3:1,985,013..1,996,039(-)",N/A
PF3D7_1349600,"Pf3D7_13_v3:1,996,357..1,998,701(+)",SKA3
PF3D7_1349700,"Pf3D7_13_v3:1,998,716..1,999,945(+)",N/A
PF3D7_1349800,"Pf3D7_13_v3:2,000,270..2,002,377(+)",N/A
PF3D7_1349900,"Pf3D7_13_v3:2,002,379..2,002,989(-)",N/A
PF3D7_1350000,"Pf3D7_13_v3:2,003,004..2,005,374(-)",N/A
PF3D7_1350100,"Pf3D7_13_v3:2,005,394..2,008,444(-)",KRS1
PF3D7_1350200,"Pf3D7_13_v3:2,009,378..2,010,603(-)",SNRPE
PF3D7_1350300,"Pf3D7_13_v3:2,010,870..2,012,401(+)",N/A
PF3D7_1350400,"Pf3D7_13_v3:2,012,425..2,015,228(+)",N/A
PF3D7_1350500,"Pf3D7_13_v3:2,014,953..2,019,472(-)",N/A
PF3D7_1350600,"Pf3D7_13_v3:2,021,350..2,022,307(+)",N/A
PF3D7_1350700,"Pf3D7_13_v3:2,023,039..2,025,270(+)",N/A
PF3D7_1350800,"Pf3D7_13_v3:2,025,366..2,026,106(-)",N/A
PF3D7_1350900,"Pf3D7_13_v3:2,026,229..2,029,960(-)",ApiAP2
PF3D7_1351000,"Pf3D7_13_v3:2,032,016..2,040,395(+)",N/A
PF3D7_1351100,"Pf3D7_13_v3:2,039,975..2,042,372(-)",N/A
PF3D7_1351200,"Pf3D7_13_v3:2,042,430..2,048,269(+)",N/A
PF3D7_1351300,"Pf3D7_13_v3:2,048,381..2,049,656(-)",N/A
PF3D7_1351400,"Pf3D7_13_v3:2,051,487..2,053,580(+)",N/A
PF3D7_1351500,"Pf3D7_13_v3:2,052,741..2,052,885(+)",N/A
PF3D7_1351600,"Pf3D7_13_v3:2,055,161..2,057,075(+)",GK
PF3D7_1351700,"Pf3D7_13_v3:2,058,839..2,064,747(+)",IMC1f
PF3D7_1351800,"Pf3D7_13_v3:2,065,333..2,067,148(+)",N/A
PF3D7_1351800,"Pf3D7_13_v3:2,065,333..2,067,148(+)",N/A
PF3D7_1351900,"Pf3D7_13_v3:2,067,513..2,068,916(-)",N/A
PF3D7_1352000,"Pf3D7_13_v3:2,069,203..2,075,512(+)",N/A
PF3D7_1352100,"Pf3D7_13_v3:2,075,535..2,079,893(-)",ABCB6
PF3D7_1352200,"Pf3D7_13_v3:2,079,867..2,083,628(+)",UTP15
PF3D7_1352300,"Pf3D7_13_v3:2,083,689..2,086,318(-)",N/A
PF3D7_1352400,"Pf3D7_13_v3:2,087,113..2,092,848(+)",NUP176
PF3D7_1352500,"Pf3D7_13_v3:2,092,297..2,094,680(-)",N/A
PF3D7_1352600,"Pf3D7_13_v3:2,096,326..2,099,369(-)",N/A
PF3D7_1352700,"Pf3D7_13_v3:2,101,043..2,109,710(+)",AQR
PF3D7_1352800,"Pf3D7_13_v3:2,110,042..2,113,787(+)",MON1
PF3D7_1352900,"Pf3D7_13_v3:2,113,577..2,116,771(-)",N/A
PF3D7_1353000,"Pf3D7_13_v3:2,118,361..2,120,913(-)",LysTrpA
PF3D7_1353100,"Pf3D7_13_v3:2,124,264..2,126,527(-)",N/A
PF3D7_1353200,"Pf3D7_13_v3:2,129,062..2,131,680(+)",MAHRP2
PF3D7_1353300,"Pf3D7_13_v3:2,132,005..2,139,029(-)",N/A
PF3D7_1353400,"Pf3D7_13_v3:2,139,411..2,143,719(+)",N/A
PF3D7_1353500,"Pf3D7_13_v3:2,143,723..2,145,387(+)",TFB4
PF3D7_1353600,"Pf3D7_13_v3:2,145,221..2,147,873(-)",ERD2
PF3D7_1353700,"Pf3D7_13_v3:2,149,723..2,150,864(+)",ROMO1
PF3D7_1353800,"Pf3D7_13_v3:2,151,014..2,152,684(-)",N/A
PF3D7_1353900,"Pf3D7_13_v3:2,153,175..2,155,528(+)",N/A
PF3D7_1354000,"Pf3D7_13_v3:2,155,755..2,157,542(-)",N/A
PF3D7_1354100,"Pf3D7_13_v3:2,157,908..2,159,670(-)",N/A
PF3D7_1354200,"Pf3D7_13_v3:2,159,676..2,163,263(-)",SAC1
PF3D7_1354300,"Pf3D7_13_v3:2,163,553..2,168,036(-)",N/A
PF3D7_1354400,"Pf3D7_13_v3:2,169,202..2,172,008(-)",N/A
PF3D7_1354500,"Pf3D7_13_v3:2,173,757..2,176,285(+)",ADSS
PF3D7_1354600,"Pf3D7_13_v3:2,175,867..2,177,361(-)",N/A
PF3D7_1354700,"Pf3D7_13_v3:2,178,639..2,179,862(-)",N/A
PF3D7_1354800,"Pf3D7_13_v3:2,180,143..2,183,414(-)",MCA1
PF3D7_1354900,"Pf3D7_13_v3:2,183,640..2,186,476(+)",N/A
PF3D7_1355100,"Pf3D7_13_v3:2,186,494..2,190,804(+)",MCM6
PF3D7_1355200,"Pf3D7_13_v3:2,190,835..2,194,498(-)",N/A
PF3D7_1355300,"Pf3D7_13_v3:2,195,099..2,197,551(+)",SET6
PF3D7_1355400,"Pf3D7_13_v3:2,197,906..2,197,978(-)",N/A
PF3D7_1355500,"Pf3D7_13_v3:2,198,698..2,202,351(+)",PP5
PF3D7_1355600,"Pf3D7_13_v3:2,202,011..2,205,513(-)",PIP1
PF3D7_1355700,"Pf3D7_13_v3:2,205,950..2,212,554(-)",NIF3
PF3D7_1355800,"Pf3D7_13_v3:2,212,459..2,215,136(+)",SF3B5
PF3D7_1355900,"Pf3D7_13_v3:2,216,285..2,218,436(+)",N/A
PF3D7_1356000,"Pf3D7_13_v3:2,218,743..2,222,939(+)",N/A
PF3D7_1356100,"Pf3D7_13_v3:2,223,411..2,227,718(-)",N/A
PF3D7_1356200,"Pf3D7_13_v3:2,228,269..2,229,941(-)",TIM23
PF3D7_1356300,"Pf3D7_13_v3:2,231,116..2,233,675(+)",N/A
PF3D7_1356400,"Pf3D7_13_v3:2,234,959..2,238,932(+)",N/A
PF3D7_1356500,"Pf3D7_13_v3:2,239,261..2,240,004(+)",N/A
PF3D7_1356600,"Pf3D7_13_v3:2,240,792..2,243,672(-)",N/A
PF3D7_1356700,"Pf3D7_13_v3:2,244,508..2,247,386(+)",N/A
PF3D7_1356800,"Pf3D7_13_v3:2,248,107..2,262,674(+)",ARK3
PF3D7_1356900,"Pf3D7_13_v3:2,262,738..2,265,705(-)",PK5
PF3D7_1357000,"Pf3D7_13_v3:2,265,717..2,269,459(-)",N/A
PF3D7_1357100,"Pf3D7_13_v3:2,266,590..2,270,877(+)",N/A
PF3D7_1357200,"Pf3D7_13_v3:2,271,135..2,274,371(+)",GluRS
PF3D7_1357300,"Pf3D7_13_v3:2,274,713..2,275,078(+)",N/A
PF3D7_1357400,"Pf3D7_13_v3:2,275,621..2,280,940(+)",N/A
PF3D7_1357500,"Pf3D7_13_v3:2,280,953..2,284,450(+)",N/A
PF3D7_1357600,"Pf3D7_13_v3:2,284,813..2,286,089(+)",N/A
PF3D7_1357700,"Pf3D7_13_v3:2,285,945..2,291,193(-)",UTP21
PF3D7_1357800,"Pf3D7_13_v3:2,291,061..2,295,045(+)",CCT4
PF3D7_1357900,"Pf3D7_13_v3:2,295,079..2,297,485(+)",N/A
PF3D7_1358000,"Pf3D7_13_v3:2,297,267..2,305,076(-)",PNPLA2
PF3D7_1358100,"Pf3D7_13_v3:2,305,078..2,308,166(-)",N/A
PF3D7_1358200,"Pf3D7_13_v3:2,308,497..2,314,416(+)",N/A
PF3D7_1358300,"Pf3D7_13_v3:2,314,206..2,316,111(-)",ROM7
PF3D7_1358400,"Pf3D7_13_v3:2,316,496..2,318,408(+)",N/A
PF3D7_1358500,"Pf3D7_13_v3:2,318,416..2,321,089(+)",N/A
PF3D7_1358600,"Pf3D7_13_v3:2,322,060..2,325,077(+)",N/A
PF3D7_1358700,"Pf3D7_13_v3:2,325,473..2,328,323(-)",YOP1L
PF3D7_1358800,"Pf3D7_13_v3:2,329,517..2,331,678(+)",RPS15
PF3D7_1358900,"Pf3D7_13_v3:2,331,698..2,335,247(-)",N/A
PF3D7_1359000,"Pf3D7_13_v3:2,335,486..2,346,648(-)",N/A
PF3D7_1359100,"Pf3D7_13_v3:2,347,380..2,350,101(-)",N/A
PF3D7_1359200,"Pf3D7_13_v3:2,350,110..2,353,226(-)",HMGB4
PF3D7_1359300,"Pf3D7_13_v3:2,353,589..2,357,798(+)",DIS3
PF3D7_1359400,"Pf3D7_13_v3:2,358,469..2,362,433(-)",CELF1
PF3D7_1359500,"Pf3D7_13_v3:2,364,426..2,365,235(+)",N/A
PF3D7_1359600,"Pf3D7_13_v3:2,367,440..2,379,279(+)",N/A
PF3D7_1359700,"Pf3D7_13_v3:2,379,985..2,393,171(+)",N/A
PF3D7_1359800,"Pf3D7_13_v3:2,393,370..2,394,355(+)",N/A
PF3D7_1359900,"Pf3D7_13_v3:2,395,314..2,402,848(+)",QRP1
PF3D7_1360000,"Pf3D7_13_v3:2,403,511..2,404,044(-)",N/A
PF3D7_1360100,"Pf3D7_13_v3:2,404,623..2,406,467(-)",RRM1
PF3D7_1360200,"Pf3D7_13_v3:2,406,644..2,408,604(-)",EMC3
PF3D7_1360300,"Pf3D7_13_v3:2,408,666..2,410,749(-)",N/A
PF3D7_1360400,"Pf3D7_13_v3:2,411,192..2,412,387(+)",N/A
PF3D7_1360500,"Pf3D7_13_v3:2,413,324..2,425,261(+)",GCbeta
PF3D7_1360700,"Pf3D7_13_v3:2,425,337..2,432,314(-)",PIAS
PF3D7_1360800,"Pf3D7_13_v3:2,434,692..2,439,303(+)",FLN
PF3D7_1360900,"Pf3D7_13_v3:2,439,392..2,443,396(-)",N/A
PF3D7_1361000,"Pf3D7_13_v3:2,444,905..2,447,446(-)",PRMT5
PF3D7_1361100,"Pf3D7_13_v3:2,449,531..2,453,792(+)",SEC24A
PF3D7_1361200,"Pf3D7_13_v3:2,454,751..2,461,569(+)",N/A
PF3D7_1361300,"Pf3D7_13_v3:2,461,591..2,463,928(+)",N/A
PF3D7_1361400,"Pf3D7_13_v3:2,463,755..2,464,745(-)",ADF2
PF3D7_1361500,"Pf3D7_13_v3:2,464,790..2,468,539(-)",N/A
PF3D7_1361500,"Pf3D7_13_v3:2,464,790..2,468,539(-)",N/A
PF3D7_1361600,"Pf3D7_13_v3:2,469,127..2,469,540(-)",YfhJ
PF3D7_1361700,"Pf3D7_13_v3:2,470,306..2,472,405(+)",COX2A
PF3D7_1361800,"Pf3D7_13_v3:2,473,498..2,482,244(+)",GAC
PF3D7_1361900,"Pf3D7_13_v3:2,481,776..2,484,101(-)",PCNA1
PF3D7_1362000,"Pf3D7_13_v3:2,486,033..2,487,778(+)",ApiCOX24
PF3D7_1362100,"Pf3D7_13_v3:2,487,843..2,489,579(-)",14-3-3II
PF3D7_1362200,"Pf3D7_13_v3:2,489,913..2,492,561(-)",RUVB3
PF3D7_1362300,"Pf3D7_13_v3:2,492,607..2,494,181(+)",TMCO1
PF3D7_1362400,"Pf3D7_13_v3:2,495,001..2,502,249(+)",Pcalp
PF3D7_1362500,"Pf3D7_13_v3:2,502,730..2,505,875(+)",EXO
PF3D7_1362600,"Pf3D7_13_v3:2,505,912..2,507,356(+)",N/A
PF3D7_1362700,"Pf3D7_13_v3:2,509,007..2,517,549(+)",N/A
PF3D7_1362800,"Pf3D7_13_v3:2,518,311..2,525,712(+)",N/A
PF3D7_1362900,"Pf3D7_13_v3:2,526,360..2,531,483(+)",N/A
PF3D7_1363000,"Pf3D7_13_v3:2,532,007..2,535,722(+)",N/A
PF3D7_1363100,"Pf3D7_13_v3:2,535,745..2,539,767(+)",N/A
PF3D7_1363200,"Pf3D7_13_v3:2,539,355..2,541,896(-)",PNKP
PF3D7_1363300,"Pf3D7_13_v3:2,542,180..2,543,589(+)",N/A
PF3D7_1363400,"Pf3D7_13_v3:2,543,068..2,547,394(-)",DOA1
PF3D7_1363500,"Pf3D7_13_v3:2,547,654..2,551,108(+)",CCR4-2
PF3D7_1363600,"Pf3D7_13_v3:2,551,210..2,552,002(-)",N/A
PF3D7_1363700,"Pf3D7_13_v3:2,552,035..2,555,363(+)",AMR1
PF3D7_1363800,"Pf3D7_13_v3:2,556,025..2,559,547(+)",GEX1
PF3D7_1364000,"Pf3D7_13_v3:2,563,135..2,567,108(+)",N/A
PF3D7_1364100,"Pf3D7_13_v3:2,568,534..2,571,611(+)",P92
PF3D7_1364200,"Pf3D7_13_v3:2,571,524..2,578,165(-)",NUP205
PF3D7_1364300,"Pf3D7_13_v3:2,578,668..2,582,635(-)",PRP16
PF3D7_1364400,"Pf3D7_13_v3:2,583,838..2,595,100(+)",N/A
PF3D7_1364500,"Pf3D7_13_v3:2,596,245..2,598,309(+)",RRP45
PF3D7_1364600,"Pf3D7_13_v3:2,598,355..2,601,731(+)",N/A
PF3D7_1364700,"Pf3D7_13_v3:2,601,801..2,603,107(+)",N/A
PF3D7_1364800,"Pf3D7_13_v3:2,603,194..2,605,638(-)",RPB5
PF3D7_1364900,"Pf3D7_13_v3:2,605,886..2,608,261(-)",FC
PF3D7_1365000,"Pf3D7_13_v3:2,608,363..2,610,359(+)",N/A
PF3D7_1365100,"Pf3D7_13_v3:2,609,807..2,610,960(-)",mtRPS17
PF3D7_1365200,"Pf3D7_13_v3:2,610,995..2,612,309(+)",N/A
PF3D7_1365300,"Pf3D7_13_v3:2,611,904..2,615,834(-)",N/A
PF3D7_1365400,"Pf3D7_13_v3:2,615,836..2,618,677(-)",UBA4
PF3D7_1365500,"Pf3D7_13_v3:2,619,004..2,621,127(+)",GCVT
PF3D7_1365600,"Pf3D7_13_v3:2,621,160..2,624,082(+)",TOP6B
PF3D7_1365700,"Pf3D7_13_v3:2,624,097..2,627,647(-)",N/A
PF3D7_1365800,"Pf3D7_13_v3:2,629,805..2,631,978(+)",N/A
PF3D7_1365900,"Pf3D7_13_v3:2,632,304..2,634,360(-)",N/A
PF3D7_1366000,"Pf3D7_13_v3:2,633,993..2,636,011(+)",N/A
PF3D7_1366100,"Pf3D7_13_v3:2,636,101..2,637,601(+)",DIP13
PF3D7_1366200,"Pf3D7_13_v3:2,637,892..2,639,016(+)",N/A
PF3D7_1366300,"Pf3D7_13_v3:2,638,584..2,653,705(-)",N/A
PF3D7_1366400,"Pf3D7_13_v3:2,654,471..2,660,689(-)",RHOP148
PF3D7_1366500,"Pf3D7_13_v3:2,660,521..2,662,797(+)",NDK
PF3D7_1366600,"Pf3D7_13_v3:2,662,173..2,665,818(-)",SRPR-alpha
PF3D7_1366700,"Pf3D7_13_v3:2,665,864..2,668,733(+)",N/A
PF3D7_1366800,"Pf3D7_13_v3:2,668,028..2,671,369(-)",PSS
PF3D7_1366900,"Pf3D7_13_v3:2,674,514..2,679,479(+)",N/A
PF3D7_1367000,"Pf3D7_13_v3:2,678,143..2,680,756(-)",SKP1
PF3D7_1367100,"Pf3D7_13_v3:2,680,786..2,683,055(+)",SNP1
PF3D7_1367200,"Pf3D7_13_v3:2,683,581..2,684,967(+)",N/A
PF3D7_1367300,"Pf3D7_13_v3:2,685,059..2,686,331(-)",N/A
PF3D7_1367400,"Pf3D7_13_v3:2,687,168..2,691,319(+)",N/A
PF3D7_1367500,"Pf3D7_13_v3:2,691,361..2,693,825(+)",N/A
PF3D7_1367600,"Pf3D7_13_v3:2,693,485..2,695,219(-)",N/A
PF3D7_1367700,"Pf3D7_13_v3:2,695,379..2,700,285(+)",AlaRS
PF3D7_1367800,"Pf3D7_13_v3:2,701,228..2,704,776(+)",PSOP2
PF3D7_1367900,"Pf3D7_13_v3:2,706,499..2,708,442(+)",N/A
PF3D7_1368000,"Pf3D7_13_v3:2,708,492..2,709,566(-)",N/A
PF3D7_1368100,"Pf3D7_13_v3:2,709,995..2,711,880(-)",RPN11
PF3D7_1368200,"Pf3D7_13_v3:2,713,313..2,717,072(-)",ABCE1
PF3D7_1368300,"Pf3D7_13_v3:2,717,791..2,719,445(+)",N/A
PF3D7_1368400,"Pf3D7_13_v3:2,718,413..2,721,928(-)",N/A
PF3D7_1368500,"Pf3D7_13_v3:2,722,470..2,725,470(+)",N/A
PF3D7_1368600,"Pf3D7_13_v3:2,725,142..2,726,519(-)",TIM9
PF3D7_1368700,"Pf3D7_13_v3:2,727,274..2,729,996(-)",N/A
PF3D7_1368800,"Pf3D7_13_v3:2,730,239..2,736,221(-)",ERCC4
PF3D7_1368900,"Pf3D7_13_v3:2,738,083..2,741,740(+)",N/A
PF3D7_1369000,"Pf3D7_13_v3:2,742,329..2,746,396(+)",GPAA1
PF3D7_1369100,"Pf3D7_13_v3:2,746,174..2,748,732(-)",N/A
PF3D7_1369200,"Pf3D7_13_v3:2,748,967..2,756,484(+)",N/A
PF3D7_1369300,"Pf3D7_13_v3:2,755,662..2,758,407(-)",N/A
PF3D7_1369400,"Pf3D7_13_v3:2,759,048..2,768,913(+)",N/A
PF3D7_1369500,"Pf3D7_13_v3:2,769,414..2,773,904(+)",N/A
PF3D7_1369600,"Pf3D7_13_v3:2,773,725..2,776,948(-)",N/A
PF3D7_1369700,"Pf3D7_13_v3:2,777,488..2,779,407(-)",SNRPA1
PF3D7_1369800,"Pf3D7_13_v3:2,780,354..2,780,427(+)",N/A
PF3D7_1369900,"Pf3D7_13_v3:2,781,080..2,781,151(-)",N/A
PF3D7_1370000,"Pf3D7_13_v3:2,781,622..2,781,695(+)",N/A
PF3D7_1370100,"Pf3D7_13_v3:2,783,150..2,783,221(-)",N/A
PF3D7_1370200,"Pf3D7_13_v3:2,783,766..2,783,836(+)",N/A
PF3D7_1370300,"Pf3D7_13_v3:2,786,609..2,789,345(+)",MAHRP1
PF3D7_1370500,"Pf3D7_13_v3:2,794,237..2,794,851(+)",N/A
PF3D7_1370800,"Pf3D7_13_v3:2,796,119..2,797,144(+)",N/A
PF3D7_1370900,"Pf3D7_13_v3:2,797,507..2,798,103(+)",N/A
PF3D7_1371000,"Pf3D7_13_v3:2,800,004..2,802,154(+)",N/A
PF3D7_1371200,"Pf3D7_13_v3:2,802,527..2,802,686(+)",N/A
PF3D7_1371300,"Pf3D7_13_v3:2,802,945..2,807,159(+)",N/A
PF3D7_1371500,"Pf3D7_13_v3:2,808,200..2,810,256(-)",N/A
PF3D7_1371600,"Pf3D7_13_v3:2,811,706..2,820,270(+)",EBL1
PF3D7_1371700,"Pf3D7_13_v3:2,821,078..2,824,446(+)",FIKK13
PF3D7_1371800,"Pf3D7_13_v3:2,823,251..2,825,967(-)",N/A
PF3D7_1371900,"Pf3D7_13_v3:2,829,530..2,830,830(+)",N/A
PF3D7_1372000,"Pf3D7_13_v3:2,832,623..2,835,439(+)",N/A
PF3D7_1372100,"Pf3D7_13_v3:2,835,756..2,839,580(+)",GEXP04
PF3D7_1372200,"Pf3D7_13_v3:2,840,236..2,842,840(-)",HRPIII
PF3D7_1372300,"Pf3D7_13_v3:2,843,157..2,847,557(+)",N/A
PF3D7_1372400,"Pf3D7_13_v3:2,850,369..2,853,482(+)",ACS4
PF3D7_1372500,"Pf3D7_13_v3:2,854,544..2,855,568(-)",N/A
PF3D7_1372600,"Pf3D7_13_v3:2,856,586..2,858,026(+)",RIF
PF3D7_1372700,"Pf3D7_13_v3:2,860,163..2,861,441(+)",RIF
PF3D7_1372800,"Pf3D7_13_v3:2,863,866..2,864,869(+)",N/A
PF3D7_1372900,"Pf3D7_13_v3:2,865,893..2,867,226(+)",VAR
PF3D7_1373000,"Pf3D7_13_v3:2,868,923..2,870,165(+)",RIF
PF3D7_1373100,"Pf3D7_13_v3:2,871,860..2,873,088(-)",RIF
PF3D7_1373200,"Pf3D7_13_v3:2,875,991..2,876,203(+)",N/A
PF3D7_1373300,"Pf3D7_13_v3:2,877,908..2,879,141(+)",RIF
PF3D7_1373400,"Pf3D7_13_v3:2,881,591..2,882,956(+)",RIF
PF3D7_1373500,"Pf3D7_13_v3:2,884,786..2,892,340(-)",VAR
PF3D7_1400100,"Pf3D7_14_v3:1,393..5,343(+)",N/A
PF3D7_1400200,"Pf3D7_14_v3:7,208..8,538(-)",RIF
PF3D7_1400300,"Pf3D7_14_v3:10,974..12,117(-)",RIF
PF3D7_1400400,"Pf3D7_14_v3:14,126..15,363(-)",RIF
PF3D7_1400500,"Pf3D7_14_v3:17,469..18,808(-)",RIF
PF3D7_1400600,"Pf3D7_14_v3:20,897..22,232(-)",RIF
PF3D7_1400700,"Pf3D7_14_v3:24,337..25,320(-)",N/A
PF3D7_1400800,"Pf3D7_14_v3:27,321..28,428(-)",RIF
PF3D7_1400900,"Pf3D7_14_v3:30,083..31,008(-)",N/A
PF3D7_1401000,"Pf3D7_14_v3:34,693..35,773(-)",GBPH
PF3D7_1401050,"Pf3D7_14_v3:39,081..40,440(+)",N/A
PF3D7_1401100,"Pf3D7_14_v3:39,940..43,736(-)",A8IJP
PF3D7_1401200,"Pf3D7_14_v3:46,160..48,541(+)",N/A
PF3D7_1401300,"Pf3D7_14_v3:47,990..50,443(-)",EH2
PF3D7_1401400,"Pf3D7_14_v3:52,256..54,457(-)",ETRAMP14
PF3D7_1401500,"Pf3D7_14_v3:56,497..59,127(-)",N/A
PF3D7_1401600,"Pf3D7_14_v3:60,100..64,491(-)",N/A
PF3D7_1401700,"Pf3D7_14_v3:66,269..67,081(-)",N/A
PF3D7_1401800,"Pf3D7_14_v3:69,339..74,061(+)",CK
PF3D7_1401900,"Pf3D7_14_v3:73,418..76,793(-)",N/A
PF3D7_1402000,"Pf3D7_14_v3:76,988..80,648(-)",N/A
PF3D7_1402100,"Pf3D7_14_v3:80,732..83,840(+)",N/A
PF3D7_1402200,"Pf3D7_14_v3:84,195..85,840(+)",ApiCOX19
PF3D7_1402300,"Pf3D7_14_v3:85,517..89,001(-)",RPN6
PF3D7_1402400,"Pf3D7_14_v3:89,265..91,389(-)",N/A
PF3D7_1402500,"Pf3D7_14_v3:91,741..94,594(-)",N/A
PF3D7_1402550,"Pf3D7_14_v3:93,010..93,095(-)",N/A
PF3D7_1402600,"Pf3D7_14_v3:92,792..92,874(-)",N/A
PF3D7_1402700,"Pf3D7_14_v3:94,596..99,118(-)",SR140
PF3D7_1402800,"Pf3D7_14_v3:100,564..106,014(+)",N/A
PF3D7_1402900,"Pf3D7_14_v3:106,341..109,299(+)",N/A
PF3D7_1403000,"Pf3D7_14_v3:110,031..112,645(+)",N/A
PF3D7_1403100,"Pf3D7_14_v3:112,600..119,538(-)",CAPD2
PF3D7_1403200,"Pf3D7_14_v3:119,995..121,405(-)",N/A
PF3D7_1403300,"Pf3D7_14_v3:121,855..125,340(-)",N/A
PF3D7_1403400,"Pf3D7_14_v3:125,986..129,877(+)",N/A
PF3D7_1403500,"Pf3D7_14_v3:130,022..132,234(-)",N/A
PF3D7_1403600,"Pf3D7_14_v3:131,925..133,539(+)",SEL1
PF3D7_1403700,"Pf3D7_14_v3:133,424..135,951(-)",TRAM
PF3D7_1403800,"Pf3D7_14_v3:136,530..141,420(-)",MISFIT
PF3D7_1403900,"Pf3D7_14_v3:141,443..143,326(-)",CPPED1
PF3D7_1404000,"Pf3D7_14_v3:143,936..144,696(+)",RPB4
PF3D7_1404100,"Pf3D7_14_v3:144,730..146,345(-)",N/A
PF3D7_1404200,"Pf3D7_14_v3:147,447..148,737(+)",N/A
PF3D7_1404300,"Pf3D7_14_v3:150,000..150,608(+)",SOAP
PF3D7_1404400,"Pf3D7_14_v3:151,480..152,805(+)",N/A
PF3D7_1404500,"Pf3D7_14_v3:152,807..154,904(+)",RRP5
PF3D7_1404600,"Pf3D7_14_v3:154,855..160,386(-)",ACalpha
PF3D7_1404600,"Pf3D7_14_v3:154,855..160,386(-)",ACalpha
PF3D7_1404600,"Pf3D7_14_v3:154,855..160,386(-)",ACalpha
PF3D7_1404700,"Pf3D7_14_v3:160,928..162,542(-)",N/A
PF3D7_1404800,"Pf3D7_14_v3:163,283..168,162(-)",N/A
PF3D7_1404900,"Pf3D7_14_v3:168,515..171,941(+)",N/A
PF3D7_1405000,"Pf3D7_14_v3:171,985..175,299(+)",N/A
PF3D7_1405100,"Pf3D7_14_v3:175,043..179,843(-)",N/A
PF3D7_1405200,"Pf3D7_14_v3:180,266..181,742(+)",BET5
PF3D7_1405300,"Pf3D7_14_v3:181,855..185,353(+)",N/A
PF3D7_1405400,"Pf3D7_14_v3:185,138..190,524(-)",MutS
PF3D7_1405500,"Pf3D7_14_v3:190,754..192,994(+)",CBWD1
PF3D7_1405600,"Pf3D7_14_v3:192,727..194,345(-)",RNR
PF3D7_1405700,"Pf3D7_14_v3:196,106..199,602(-)",N/A
PF3D7_1405800,"Pf3D7_14_v3:200,101..204,702(-)",BOP1
PF3D7_1405900,"Pf3D7_14_v3:204,930..209,333(+)",N/A
PF3D7_1406000,"Pf3D7_14_v3:210,252..211,328(+)",RBM8A
PF3D7_1406100,"Pf3D7_14_v3:211,139..215,915(-)",N/A
PF3D7_1406200,"Pf3D7_14_v3:217,394..227,116(+)",SPT6
PF3D7_1406300,"Pf3D7_14_v3:227,948..230,574(+)",GDPD
PF3D7_1406400,"Pf3D7_14_v3:230,607..232,875(+)",PPR1
PF3D7_1406500,"Pf3D7_14_v3:233,001..237,744(-)",WDR65
PF3D7_1406600,"Pf3D7_14_v3:238,872..244,318(+)",ClpC
PF3D7_1406700,"Pf3D7_14_v3:244,331..246,273(+)",VPS29
PF3D7_1406800,"Pf3D7_14_v3:246,052..249,607(-)",GAPM3
PF3D7_1406900,"Pf3D7_14_v3:250,334..252,921(+)",RlmN
PF3D7_1407000,"Pf3D7_14_v3:253,542..257,360(+)",CCp3
PF3D7_1407100,"Pf3D7_14_v3:258,164..260,710(+)",NOP1
PF3D7_1407200,"Pf3D7_14_v3:260,615..262,717(-)",N/A
